timestamp,activity,heart_rate
1154.28,other,103.0
1154.39,other,103.0
1154.5,other,103.0
1154.61,other,103.0
1154.72,other,103.0
1154.83,other,103.0
1154.94,other,103.0
1155.05,other,103.0
1155.16,other,103.0
1155.27,other,103.0
1155.38,other,103.0
1155.48,other,104.0
1155.59,other,104.0
1155.7,other,104.0
1155.81,other,104.0
1155.92,other,104.0
1156.03,other,104.0
1156.14,other,104.0
1156.25,other,104.0
1156.36,other,105.0
1156.47,other,105.0
1156.58,other,105.0
1156.69,other,105.0
1156.8,other,105.0
1156.91,other,105.0
1157.02,other,105.0
1157.13,other,105.0
1157.23,other,105.0
1157.34,other,105.0
1157.45,other,105.0
1157.56,other,105.0
1157.67,other,105.0
1157.78,other,105.0
1157.89,other,105.0
1158.0,other,105.0
1158.11,other,106.0
1158.22,other,106.0
1158.33,other,106.0
1158.44,other,106.0
1158.55,other,106.0
1158.66,other,106.0
1158.77,other,106.0
1158.88,other,106.0
1158.98,other,107.0
1159.09,other,107.0
1159.2,other,107.0
1159.31,other,107.0
1159.42,other,107.0
1159.53,other,107.0
1159.64,other,107.0
1159.75,other,107.0
1159.86,other,108.0
1159.97,other,108.0
1160.08,other,108.0
1160.19,other,108.0
1160.3,other,108.0
1160.41,other,108.0
1160.52,other,108.0
1160.63,other,108.0
1160.73,other,109.0
1160.84,other,109.0
1160.95,other,109.0
1161.06,other,109.0
1161.17,other,109.0
1161.28,other,109.0
1161.39,other,109.0
1161.5,other,109.0
1161.61,other,109.0
1161.72,other,109.0
1161.83,other,109.0
1161.94,other,109.0
1162.05,other,109.0
1162.16,other,109.0
1162.27,other,109.0
1162.38,other,109.0
1162.48,other,110.0
1162.59,other,110.0
1162.7,other,110.0
1162.81,other,110.0
1162.92,other,110.0
1163.03,other,110.0
1163.14,other,110.0
1163.25,other,110.0
1163.36,other,111.0
1163.47,other,111.0
1163.58,other,111.0
1163.69,other,111.0
1163.8,other,111.0
1163.91,other,111.0
1164.02,other,111.0
1164.13,other,111.0
1164.23,other,112.0
1164.34,other,112.0
1164.45,other,112.0
1164.56,other,112.0
1164.67,other,112.0
1164.78,other,112.0
1164.89,other,112.0
1165.0,other,112.0
1165.11,other,112.0
1165.22,other,112.0
1165.33,other,112.0
1165.44,other,112.0
1165.55,other,112.0
1165.66,other,112.0
1165.77,other,112.0
1165.88,other,112.0
1165.98,other,113.0
1166.09,other,113.0
1166.2,other,113.0
1166.31,other,113.0
1166.42,other,113.0
1166.53,other,113.0
1166.64,other,113.0
1166.75,other,113.0
1166.86,other,114.0
1166.97,other,114.0
1167.08,other,114.0
1167.19,other,114.0
1167.3,other,114.0
1167.41,other,114.0
1167.52,other,114.0
1167.63,other,114.0
1167.73,other,114.0
1167.84,other,114.0
1167.95,other,114.0
1168.06,other,114.0
1168.17,other,114.0
1168.28,other,114.0
1168.39,other,114.0
1168.5,other,114.0
1168.61,other,115.0
1168.72,other,115.0
1168.83,other,115.0
1168.94,other,115.0
1169.05,other,115.0
1169.16,other,115.0
1169.27,other,115.0
1169.38,other,115.0
1169.48,other,115.0
1169.59,other,115.0
1169.7,other,115.0
1169.81,other,115.0
1169.92,other,115.0
1170.03,other,115.0
1170.14,other,115.0
1170.25,other,115.0
1170.36,other,115.0
1170.47,other,115.0
1170.58,other,115.0
1170.69,other,115.0
1170.8,other,115.0
1170.91,other,115.0
1171.02,other,115.0
1171.13,other,115.0
1171.23,other,115.0
1171.34,other,115.0
1171.45,other,115.0
1171.56,other,115.0
1171.67,other,115.0
1171.78,other,115.0
1171.89,other,115.0
1172.0,other,115.0
1172.11,other,116.0
1172.22,other,116.0
1172.33,other,116.0
1172.44,other,116.0
1172.55,other,116.0
1172.66,other,116.0
1172.77,other,116.0
1172.88,other,116.0
1172.98,other,116.0
1173.09,other,116.0
1173.2,other,116.0
1173.31,other,116.0
1173.42,other,116.0
1173.53,other,116.0
1173.64,other,116.0
1173.75,other,116.0
1173.86,other,116.0
1173.97,other,116.0
1174.08,other,116.0
1174.19,other,116.0
1174.3,other,116.0
1174.41,other,116.0
1174.52,other,116.0
1174.63,other,116.0
1174.73,other,116.0
1174.84,other,116.0
1174.95,other,116.0
1175.06,other,116.0
1175.17,other,116.0
1175.28,other,116.0
1175.39,other,116.0
1175.5,other,116.0
1175.61,other,117.0
1175.72,other,117.0
1175.83,other,117.0
1175.94,other,117.0
1176.05,other,117.0
1176.16,other,117.0
1176.27,other,117.0
1176.38,other,117.0
1176.48,other,117.0
1176.59,other,117.0
1176.7,other,117.0
1176.81,other,117.0
1176.92,other,117.0
1177.03,other,117.0
1177.14,other,117.0
1177.25,other,117.0
1177.36,other,117.0
1177.47,other,117.0
1177.58,other,117.0
1177.69,other,117.0
1177.8,other,117.0
1177.91,other,117.0
1178.02,other,117.0
1178.13,other,117.0
1178.23,other,117.0
1178.34,other,117.0
1178.45,other,117.0
1178.56,other,117.0
1178.67,other,117.0
1178.78,other,117.0
1178.89,other,117.0
1179.0,other,117.0
1179.11,other,116.0
1179.22,other,116.0
1179.33,other,116.0
1179.44,other,116.0
1179.55,other,116.0
1179.66,other,116.0
1179.77,other,116.0
1179.88,other,116.0
1179.98,other,115.0
1180.09,other,115.0
1180.2,other,115.0
1180.31,other,115.0
1180.42,other,115.0
1180.53,other,115.0
1180.64,other,115.0
1180.75,other,115.0
1180.86,other,115.0
1180.97,other,115.0
1181.08,other,115.0
1181.19,other,115.0
1181.3,other,115.0
1181.41,other,115.0
1181.52,other,115.0
1181.63,other,115.0
1181.73,other,114.0
1181.84,other,114.0
1181.95,other,114.0
1182.06,other,114.0
1182.17,other,114.0
1182.28,other,114.0
1182.39,other,114.0
1182.5,other,114.0
1182.61,other,114.0
1182.72,other,114.0
1182.83,other,114.0
1182.94,other,114.0
1183.05,other,114.0
1183.16,other,114.0
1183.27,other,114.0
1183.38,other,114.0
1183.48,other,114.0
1183.59,other,114.0
1183.7,other,114.0
1183.81,other,114.0
1183.92,other,114.0
1184.03,other,114.0
1184.14,other,114.0
1184.25,other,114.0
1184.36,other,114.0
1184.47,other,114.0
1184.58,other,114.0
1184.69,other,114.0
1184.8,other,114.0
1184.91,other,114.0
1185.02,other,114.0
1185.13,other,114.0
1185.23,other,114.0
1185.34,other,114.0
1185.45,other,114.0
1185.56,other,114.0
1185.67,other,114.0
1185.78,other,114.0
1185.89,other,114.0
1186.0,other,114.0
1186.11,other,114.0
1186.22,other,114.0
1186.33,other,114.0
1186.44,other,114.0
1186.55,other,114.0
1186.66,other,114.0
1186.77,other,114.0
1186.88,other,114.0
1186.98,other,113.0
1187.09,other,113.0
1187.2,other,113.0
1187.31,other,113.0
1187.42,other,113.0
1187.53,other,113.0
1187.64,other,113.0
1187.75,other,113.0
1187.86,other,113.0
1187.97,other,113.0
1188.08,other,113.0
1188.19,other,113.0
1188.3,other,113.0
1188.41,other,113.0
1188.52,other,113.0
1188.63,other,113.0
1188.73,other,112.0
1188.84,other,112.0
1188.95,other,112.0
1189.06,other,112.0
1189.17,other,112.0
1189.28,other,112.0
1189.39,other,112.0
1189.5,other,112.0
1189.61,other,112.0
1189.72,other,112.0
1189.83,other,112.0
1189.94,other,112.0
1190.05,other,112.0
1190.16,other,112.0
1190.27,other,112.0
1190.38,other,112.0
1190.48,other,111.0
1190.59,other,111.0
1190.7,other,111.0
1190.81,other,111.0
1190.92,other,111.0
1191.03,other,111.0
1191.14,other,111.0
1191.25,other,111.0
1191.36,other,111.0
1191.47,other,111.0
1191.58,other,111.0
1191.69,other,111.0
1191.8,other,111.0
1191.91,other,111.0
1192.02,other,111.0
1192.13,other,111.0
1192.23,other,111.0
1192.34,other,111.0
1192.45,other,111.0
1192.56,other,111.0
1192.67,other,111.0
1192.78,other,111.0
1192.89,other,111.0
1193.0,other,111.0
1193.11,other,110.0
1193.22,other,110.0
1193.33,other,110.0
1193.44,other,110.0
1193.55,other,110.0
1193.66,other,110.0
1193.77,other,110.0
1193.88,other,110.0
1193.98,other,110.0
1194.09,other,110.0
1194.2,other,110.0
1194.31,other,110.0
1194.42,other,110.0
1194.53,other,110.0
1194.64,other,110.0
1194.75,other,110.0
1194.86,other,110.0
1194.97,other,110.0
1195.08,other,110.0
1195.19,other,110.0
1195.3,other,110.0
1195.41,other,110.0
1195.52,other,110.0
1195.63,other,110.0
1195.73,other,109.0
1195.84,other,109.0
1195.95,other,109.0
1196.06,vacuum cleaning,109.0
1196.17,vacuum cleaning,109.0
1196.28,vacuum cleaning,109.0
1196.39,vacuum cleaning,109.0
1196.5,vacuum cleaning,109.0
1196.61,vacuum cleaning,109.0
1196.72,vacuum cleaning,109.0
1196.83,vacuum cleaning,109.0
1196.94,vacuum cleaning,109.0
1197.05,vacuum cleaning,109.0
1197.16,vacuum cleaning,109.0
1197.27,vacuum cleaning,109.0
1197.38,vacuum cleaning,109.0
1197.48,vacuum cleaning,108.0
1197.59,vacuum cleaning,108.0
1197.7,vacuum cleaning,108.0
1197.81,vacuum cleaning,108.0
1197.92,vacuum cleaning,108.0
1198.03,vacuum cleaning,108.0
1198.14,vacuum cleaning,108.0
1198.25,vacuum cleaning,108.0
1198.36,vacuum cleaning,108.0
1198.47,vacuum cleaning,108.0
1198.58,vacuum cleaning,108.0
1198.69,vacuum cleaning,108.0
1198.8,vacuum cleaning,108.0
1198.91,vacuum cleaning,108.0
1199.02,vacuum cleaning,108.0
1199.13,vacuum cleaning,108.0
1199.23,vacuum cleaning,108.0
1199.34,vacuum cleaning,108.0
1199.45,vacuum cleaning,108.0
1199.56,vacuum cleaning,108.0
1199.67,vacuum cleaning,108.0
1199.78,vacuum cleaning,108.0
1199.89,vacuum cleaning,108.0
1200.0,vacuum cleaning,108.0
1200.11,vacuum cleaning,108.0
1200.22,vacuum cleaning,108.0
1200.33,vacuum cleaning,108.0
1200.44,vacuum cleaning,108.0
1200.55,vacuum cleaning,108.0
1200.66,vacuum cleaning,108.0
1200.77,vacuum cleaning,108.0
1200.88,vacuum cleaning,108.0
1200.98,vacuum cleaning,108.0
1201.09,vacuum cleaning,108.0
1201.2,vacuum cleaning,108.0
1201.31,vacuum cleaning,108.0
1201.42,vacuum cleaning,108.0
1201.53,vacuum cleaning,108.0
1201.64,vacuum cleaning,108.0
1201.75,vacuum cleaning,108.0
1201.86,vacuum cleaning,108.0
1201.97,vacuum cleaning,108.0
1202.08,vacuum cleaning,108.0
1202.19,vacuum cleaning,108.0
1202.3,vacuum cleaning,108.0
1202.41,vacuum cleaning,108.0
1202.52,vacuum cleaning,108.0
1202.63,vacuum cleaning,108.0
1202.73,vacuum cleaning,108.0
1202.84,vacuum cleaning,108.0
1202.95,vacuum cleaning,108.0
1203.06,vacuum cleaning,108.0
1203.17,vacuum cleaning,108.0
1203.28,vacuum cleaning,108.0
1203.39,vacuum cleaning,108.0
1203.5,vacuum cleaning,108.0
1203.61,vacuum cleaning,108.0
1203.72,vacuum cleaning,108.0
1203.83,vacuum cleaning,108.0
1203.94,vacuum cleaning,108.0
1204.05,vacuum cleaning,108.0
1204.16,vacuum cleaning,108.0
1204.27,vacuum cleaning,108.0
1204.38,vacuum cleaning,108.0
1204.48,vacuum cleaning,108.0
1204.59,vacuum cleaning,108.0
1204.7,vacuum cleaning,108.0
1204.81,vacuum cleaning,108.0
1204.92,vacuum cleaning,108.0
1205.03,vacuum cleaning,108.0
1205.14,vacuum cleaning,108.0
1205.25,vacuum cleaning,108.0
1205.36,vacuum cleaning,108.0
1205.47,vacuum cleaning,108.0
1205.58,vacuum cleaning,108.0
1205.69,vacuum cleaning,108.0
1205.8,vacuum cleaning,108.0
1205.91,vacuum cleaning,108.0
1206.02,vacuum cleaning,108.0
1206.13,vacuum cleaning,108.0
1206.23,vacuum cleaning,107.0
1206.34,vacuum cleaning,107.0
1206.45,vacuum cleaning,107.0
1206.56,vacuum cleaning,107.0
1206.67,vacuum cleaning,107.0
1206.78,vacuum cleaning,107.0
1206.89,vacuum cleaning,107.0
1207.0,vacuum cleaning,107.0
1207.11,vacuum cleaning,107.0
1207.22,vacuum cleaning,107.0
1207.33,vacuum cleaning,107.0
1207.44,vacuum cleaning,107.0
1207.55,vacuum cleaning,107.0
1207.66,vacuum cleaning,107.0
1207.77,vacuum cleaning,107.0
1207.88,vacuum cleaning,107.0
1207.98,vacuum cleaning,108.0
1208.09,vacuum cleaning,108.0
1208.2,vacuum cleaning,108.0
1208.31,vacuum cleaning,108.0
1208.42,vacuum cleaning,108.0
1208.53,vacuum cleaning,108.0
1208.64,vacuum cleaning,108.0
1208.75,vacuum cleaning,108.0
1208.86,vacuum cleaning,109.0
1208.97,vacuum cleaning,109.0
1209.08,vacuum cleaning,109.0
1209.19,vacuum cleaning,109.0
1209.3,vacuum cleaning,109.0
1209.41,vacuum cleaning,109.0
1209.52,vacuum cleaning,109.0
1209.63,vacuum cleaning,109.0
1209.73,vacuum cleaning,110.0
1209.84,vacuum cleaning,110.0
1209.95,vacuum cleaning,110.0
1210.06,vacuum cleaning,110.0
1210.17,vacuum cleaning,110.0
1210.28,vacuum cleaning,110.0
1210.39,vacuum cleaning,110.0
1210.5,vacuum cleaning,110.0
1210.61,vacuum cleaning,111.0
1210.72,vacuum cleaning,111.0
1210.83,vacuum cleaning,111.0
1210.94,vacuum cleaning,111.0
1211.05,vacuum cleaning,111.0
1211.16,vacuum cleaning,111.0
1211.27,vacuum cleaning,111.0
1211.38,vacuum cleaning,111.0
1211.48,vacuum cleaning,111.0
1211.59,vacuum cleaning,111.0
1211.7,vacuum cleaning,111.0
1211.81,vacuum cleaning,111.0
1211.92,vacuum cleaning,111.0
1212.03,vacuum cleaning,111.0
1212.14,vacuum cleaning,111.0
1212.25,vacuum cleaning,111.0
1212.36,vacuum cleaning,111.0
1212.47,vacuum cleaning,111.0
1212.58,vacuum cleaning,111.0
1212.69,vacuum cleaning,111.0
1212.8,vacuum cleaning,111.0
1212.91,vacuum cleaning,111.0
1213.02,vacuum cleaning,111.0
1213.13,vacuum cleaning,111.0
1213.23,vacuum cleaning,111.0
1213.34,vacuum cleaning,111.0
1213.45,vacuum cleaning,111.0
1213.56,vacuum cleaning,111.0
1213.67,vacuum cleaning,111.0
1213.78,vacuum cleaning,111.0
1213.89,vacuum cleaning,111.0
1214.0,vacuum cleaning,111.0
1214.11,vacuum cleaning,111.0
1214.22,vacuum cleaning,111.0
1214.33,vacuum cleaning,111.0
1214.44,vacuum cleaning,111.0
1214.55,vacuum cleaning,111.0
1214.66,vacuum cleaning,111.0
1214.77,vacuum cleaning,111.0
1214.88,vacuum cleaning,111.0
1214.98,vacuum cleaning,111.0
1215.09,vacuum cleaning,111.0
1215.2,vacuum cleaning,111.0
1215.31,vacuum cleaning,111.0
1215.42,vacuum cleaning,111.0
1215.53,vacuum cleaning,111.0
1215.64,vacuum cleaning,111.0
1215.75,vacuum cleaning,111.0
1215.86,vacuum cleaning,111.0
1215.97,vacuum cleaning,111.0
1216.08,vacuum cleaning,111.0
1216.19,vacuum cleaning,111.0
1216.3,vacuum cleaning,111.0
1216.41,vacuum cleaning,111.0
1216.52,vacuum cleaning,111.0
1216.63,vacuum cleaning,111.0
1216.73,vacuum cleaning,111.0
1216.84,vacuum cleaning,111.0
1216.95,vacuum cleaning,111.0
1217.06,vacuum cleaning,111.0
1217.17,vacuum cleaning,111.0
1217.28,vacuum cleaning,111.0
1217.39,vacuum cleaning,111.0
1217.5,vacuum cleaning,111.0
1217.61,vacuum cleaning,112.0
1217.72,vacuum cleaning,112.0
1217.83,vacuum cleaning,112.0
1217.94,vacuum cleaning,112.0
1218.05,vacuum cleaning,112.0
1218.16,vacuum cleaning,112.0
1218.27,vacuum cleaning,112.0
1218.38,vacuum cleaning,112.0
1218.48,vacuum cleaning,113.0
1218.59,vacuum cleaning,113.0
1218.7,vacuum cleaning,113.0
1218.81,vacuum cleaning,113.0
1218.92,vacuum cleaning,113.0
1219.03,vacuum cleaning,113.0
1219.14,vacuum cleaning,113.0
1219.25,vacuum cleaning,113.0
1219.36,vacuum cleaning,115.0
1219.47,vacuum cleaning,115.0
1219.58,vacuum cleaning,115.0
1219.69,vacuum cleaning,115.0
1219.8,vacuum cleaning,115.0
1219.91,vacuum cleaning,115.0
1220.02,vacuum cleaning,115.0
1220.13,vacuum cleaning,115.0
1220.23,vacuum cleaning,116.0
1220.34,vacuum cleaning,116.0
1220.45,vacuum cleaning,116.0
1220.56,vacuum cleaning,116.0
1220.67,vacuum cleaning,116.0
1220.78,vacuum cleaning,116.0
1220.89,vacuum cleaning,116.0
1221.0,vacuum cleaning,116.0
1221.11,vacuum cleaning,117.0
1221.22,vacuum cleaning,117.0
1221.33,vacuum cleaning,117.0
1221.44,vacuum cleaning,117.0
1221.55,vacuum cleaning,117.0
1221.66,vacuum cleaning,117.0
1221.77,vacuum cleaning,117.0
1221.88,vacuum cleaning,117.0
1221.98,vacuum cleaning,118.0
1222.09,vacuum cleaning,118.0
1222.2,vacuum cleaning,118.0
1222.31,vacuum cleaning,118.0
1222.42,vacuum cleaning,118.0
1222.53,vacuum cleaning,118.0
1222.64,vacuum cleaning,118.0
1222.75,vacuum cleaning,118.0
1222.86,vacuum cleaning,119.0
1222.97,vacuum cleaning,119.0
1223.08,vacuum cleaning,119.0
1223.19,vacuum cleaning,119.0
1223.3,vacuum cleaning,119.0
1223.41,vacuum cleaning,119.0
1223.52,vacuum cleaning,119.0
1223.63,vacuum cleaning,119.0
1223.73,vacuum cleaning,120.0
1223.84,vacuum cleaning,120.0
1223.95,vacuum cleaning,120.0
1224.06,vacuum cleaning,120.0
1224.17,vacuum cleaning,120.0
1224.28,vacuum cleaning,120.0
1224.39,vacuum cleaning,120.0
1224.5,vacuum cleaning,120.0
1224.61,vacuum cleaning,120.0
1224.72,vacuum cleaning,120.0
1224.83,vacuum cleaning,120.0
1224.94,vacuum cleaning,120.0
1225.05,vacuum cleaning,120.0
1225.16,vacuum cleaning,120.0
1225.27,vacuum cleaning,120.0
1225.38,vacuum cleaning,120.0
1225.48,vacuum cleaning,121.0
1225.59,vacuum cleaning,121.0
1225.7,vacuum cleaning,121.0
1225.81,vacuum cleaning,121.0
1225.92,vacuum cleaning,121.0
1226.03,vacuum cleaning,121.0
1226.14,vacuum cleaning,121.0
1226.25,vacuum cleaning,121.0
1226.36,vacuum cleaning,121.0
1226.47,vacuum cleaning,121.0
1226.58,vacuum cleaning,121.0
1226.69,vacuum cleaning,121.0
1226.8,vacuum cleaning,121.0
1226.91,vacuum cleaning,121.0
1227.02,vacuum cleaning,121.0
1227.13,vacuum cleaning,121.0
1227.23,vacuum cleaning,121.0
1227.34,vacuum cleaning,121.0
1227.45,vacuum cleaning,121.0
1227.56,vacuum cleaning,121.0
1227.67,vacuum cleaning,121.0
1227.78,vacuum cleaning,121.0
1227.89,vacuum cleaning,121.0
1228.0,vacuum cleaning,121.0
1228.11,vacuum cleaning,122.0
1228.22,vacuum cleaning,122.0
1228.33,vacuum cleaning,122.0
1228.44,vacuum cleaning,122.0
1228.55,vacuum cleaning,122.0
1228.66,vacuum cleaning,122.0
1228.77,vacuum cleaning,122.0
1228.88,vacuum cleaning,122.0
1228.98,vacuum cleaning,122.0
1229.09,vacuum cleaning,122.0
1229.2,vacuum cleaning,122.0
1229.31,vacuum cleaning,122.0
1229.42,vacuum cleaning,122.0
1229.53,vacuum cleaning,122.0
1229.64,vacuum cleaning,122.0
1229.75,vacuum cleaning,122.0
1229.86,vacuum cleaning,122.0
1229.97,vacuum cleaning,122.0
1230.08,vacuum cleaning,122.0
1230.19,vacuum cleaning,122.0
1230.3,vacuum cleaning,122.0
1230.41,vacuum cleaning,122.0
1230.52,vacuum cleaning,122.0
1230.63,vacuum cleaning,122.0
1230.73,vacuum cleaning,122.0
1230.84,vacuum cleaning,122.0
1230.95,vacuum cleaning,122.0
1231.06,vacuum cleaning,122.0
1231.17,vacuum cleaning,122.0
1231.28,vacuum cleaning,122.0
1231.39,vacuum cleaning,122.0
1231.5,vacuum cleaning,122.0
1231.61,vacuum cleaning,122.0
1231.72,vacuum cleaning,122.0
1231.83,vacuum cleaning,122.0
1231.94,vacuum cleaning,122.0
1232.05,vacuum cleaning,122.0
1232.16,vacuum cleaning,122.0
1232.27,vacuum cleaning,122.0
1232.38,vacuum cleaning,122.0
1232.48,vacuum cleaning,122.0
1232.59,vacuum cleaning,122.0
1232.7,vacuum cleaning,122.0
1232.81,vacuum cleaning,122.0
1232.92,vacuum cleaning,122.0
1233.03,vacuum cleaning,122.0
1233.14,vacuum cleaning,122.0
1233.25,vacuum cleaning,122.0
1233.36,vacuum cleaning,122.0
1233.47,vacuum cleaning,122.0
1233.58,vacuum cleaning,122.0
1233.69,vacuum cleaning,122.0
1233.8,vacuum cleaning,122.0
1233.91,vacuum cleaning,122.0
1234.02,vacuum cleaning,122.0
1234.13,vacuum cleaning,122.0
1234.23,vacuum cleaning,122.0
1234.34,vacuum cleaning,122.0
1234.45,vacuum cleaning,122.0
1234.56,vacuum cleaning,122.0
1234.67,vacuum cleaning,122.0
1234.78,vacuum cleaning,122.0
1234.89,vacuum cleaning,122.0
1235.0,vacuum cleaning,122.0
1235.11,vacuum cleaning,122.0
1235.22,vacuum cleaning,122.0
1235.33,vacuum cleaning,122.0
1235.44,vacuum cleaning,122.0
1235.55,vacuum cleaning,122.0
1235.66,vacuum cleaning,122.0
1235.77,vacuum cleaning,122.0
1235.88,vacuum cleaning,122.0
1235.98,vacuum cleaning,122.0
1236.09,vacuum cleaning,122.0
1236.2,vacuum cleaning,122.0
1236.31,vacuum cleaning,122.0
1236.42,vacuum cleaning,122.0
1236.53,vacuum cleaning,122.0
1236.64,vacuum cleaning,122.0
1236.75,vacuum cleaning,122.0
1236.86,vacuum cleaning,122.0
1236.97,vacuum cleaning,122.0
1237.08,vacuum cleaning,122.0
1237.19,vacuum cleaning,122.0
1237.3,vacuum cleaning,122.0
1237.41,vacuum cleaning,122.0
1237.52,vacuum cleaning,122.0
1237.63,vacuum cleaning,122.0
1237.73,vacuum cleaning,122.0
1237.84,vacuum cleaning,122.0
1237.95,vacuum cleaning,122.0
1238.06,vacuum cleaning,122.0
1238.17,vacuum cleaning,122.0
1238.28,vacuum cleaning,122.0
1238.39,vacuum cleaning,122.0
1238.5,vacuum cleaning,122.0
1238.61,vacuum cleaning,123.0
1238.72,vacuum cleaning,123.0
1238.83,vacuum cleaning,123.0
1238.94,vacuum cleaning,123.0
1239.05,vacuum cleaning,123.0
1239.16,vacuum cleaning,123.0
1239.27,vacuum cleaning,123.0
1239.38,vacuum cleaning,123.0
1239.48,vacuum cleaning,123.0
1239.59,vacuum cleaning,123.0
1239.7,vacuum cleaning,123.0
1239.81,vacuum cleaning,123.0
1239.92,vacuum cleaning,123.0
1240.03,vacuum cleaning,123.0
1240.14,vacuum cleaning,123.0
1240.25,vacuum cleaning,123.0
1240.36,vacuum cleaning,124.0
1240.47,vacuum cleaning,124.0
1240.58,vacuum cleaning,124.0
1240.69,vacuum cleaning,124.0
1240.8,vacuum cleaning,124.0
1240.91,vacuum cleaning,124.0
1241.02,vacuum cleaning,124.0
1241.13,vacuum cleaning,124.0
1241.23,vacuum cleaning,124.0
1241.34,vacuum cleaning,124.0
1241.45,vacuum cleaning,124.0
1241.56,vacuum cleaning,124.0
1241.67,vacuum cleaning,124.0
1241.78,vacuum cleaning,124.0
1241.89,vacuum cleaning,124.0
1242.0,vacuum cleaning,124.0
1242.11,vacuum cleaning,125.0
1242.22,vacuum cleaning,125.0
1242.33,vacuum cleaning,125.0
1242.44,vacuum cleaning,125.0
1242.55,vacuum cleaning,125.0
1242.66,vacuum cleaning,125.0
1242.77,vacuum cleaning,125.0
1242.88,vacuum cleaning,125.0
1242.98,vacuum cleaning,125.0
1243.09,vacuum cleaning,125.0
1243.2,vacuum cleaning,125.0
1243.31,vacuum cleaning,125.0
1243.42,vacuum cleaning,125.0
1243.53,vacuum cleaning,125.0
1243.64,vacuum cleaning,125.0
1243.75,vacuum cleaning,125.0
1243.86,vacuum cleaning,125.0
1243.97,vacuum cleaning,125.0
1244.08,vacuum cleaning,125.0
1244.19,vacuum cleaning,125.0
1244.3,vacuum cleaning,125.0
1244.41,vacuum cleaning,125.0
1244.52,vacuum cleaning,125.0
1244.63,vacuum cleaning,125.0
1244.73,vacuum cleaning,126.0
1244.84,vacuum cleaning,126.0
1244.95,vacuum cleaning,126.0
1245.06,vacuum cleaning,126.0
1245.17,vacuum cleaning,126.0
1245.28,vacuum cleaning,126.0
1245.39,vacuum cleaning,126.0
1245.5,vacuum cleaning,126.0
1245.61,vacuum cleaning,126.0
1245.72,vacuum cleaning,126.0
1245.83,vacuum cleaning,126.0
1245.94,vacuum cleaning,126.0
1246.05,vacuum cleaning,126.0
1246.16,vacuum cleaning,126.0
1246.27,vacuum cleaning,126.0
1246.38,vacuum cleaning,126.0
1246.48,vacuum cleaning,126.0
1246.59,vacuum cleaning,126.0
1246.7,vacuum cleaning,126.0
1246.81,vacuum cleaning,126.0
1246.92,vacuum cleaning,126.0
1247.03,vacuum cleaning,126.0
1247.14,vacuum cleaning,126.0
1247.25,vacuum cleaning,126.0
1247.36,vacuum cleaning,127.0
1247.47,vacuum cleaning,127.0
1247.58,vacuum cleaning,127.0
1247.69,vacuum cleaning,127.0
1247.8,vacuum cleaning,127.0
1247.91,vacuum cleaning,127.0
1248.02,vacuum cleaning,127.0
1248.13,vacuum cleaning,127.0
1248.23,vacuum cleaning,127.0
1248.34,vacuum cleaning,127.0
1248.45,vacuum cleaning,127.0
1248.56,vacuum cleaning,127.0
1248.67,vacuum cleaning,127.0
1248.78,vacuum cleaning,127.0
1248.89,vacuum cleaning,127.0
1249.0,vacuum cleaning,127.0
1249.11,vacuum cleaning,127.0
1249.22,vacuum cleaning,127.0
1249.33,vacuum cleaning,127.0
1249.44,vacuum cleaning,127.0
1249.55,vacuum cleaning,127.0
1249.66,vacuum cleaning,127.0
1249.77,vacuum cleaning,127.0
1249.88,vacuum cleaning,127.0
1249.98,vacuum cleaning,128.0
1250.09,vacuum cleaning,128.0
1250.2,vacuum cleaning,128.0
1250.31,vacuum cleaning,128.0
1250.42,vacuum cleaning,128.0
1250.53,vacuum cleaning,128.0
1250.64,vacuum cleaning,128.0
1250.75,vacuum cleaning,128.0
1250.86,vacuum cleaning,128.0
1250.97,vacuum cleaning,128.0
1251.08,vacuum cleaning,128.0
1251.19,vacuum cleaning,128.0
1251.3,vacuum cleaning,128.0
1251.41,vacuum cleaning,128.0
1251.52,vacuum cleaning,128.0
1251.63,vacuum cleaning,128.0
1251.73,vacuum cleaning,128.0
1251.84,vacuum cleaning,128.0
1251.95,vacuum cleaning,128.0
1252.06,vacuum cleaning,128.0
1252.17,vacuum cleaning,128.0
1252.28,vacuum cleaning,128.0
1252.39,vacuum cleaning,128.0
1252.5,vacuum cleaning,128.0
1252.61,vacuum cleaning,129.0
1252.72,vacuum cleaning,129.0
1252.83,vacuum cleaning,129.0
1252.94,vacuum cleaning,129.0
1253.05,vacuum cleaning,129.0
1253.16,vacuum cleaning,129.0
1253.27,vacuum cleaning,129.0
1253.38,vacuum cleaning,129.0
1253.48,vacuum cleaning,129.0
1253.59,vacuum cleaning,129.0
1253.7,vacuum cleaning,129.0
1253.81,vacuum cleaning,129.0
1253.92,vacuum cleaning,129.0
1254.03,vacuum cleaning,129.0
1254.14,vacuum cleaning,129.0
1254.25,vacuum cleaning,129.0
1254.36,vacuum cleaning,129.0
1254.47,vacuum cleaning,129.0
1254.58,vacuum cleaning,129.0
1254.69,vacuum cleaning,129.0
1254.8,vacuum cleaning,129.0
1254.91,vacuum cleaning,129.0
1255.02,vacuum cleaning,129.0
1255.13,vacuum cleaning,129.0
1255.23,vacuum cleaning,130.0
1255.34,vacuum cleaning,130.0
